"","customer_id","first_date","last_date","recency","latency","basket_count","annual_spend","ave_basket","ave_unit_price","ave_disc_pct"
"65",18248471,"2016-08-30","2016-08-30","151","0","1","967000",967000,322333,25
"66",19437930,"2016-04-21","2017-03-16","349","29","12","2994000",249500,142571,1
"67",21003444,"2016-05-24","2016-05-24","53","0","1","49000",49000,49000,0
"68",20821841,"2016-07-31","2017-02-03","308","46","5","1822000",364400,227750,0
"69",19144114,"2016-09-26","2016-09-26","178","0","1","169000",169000,169000,0
"70",19137027,"2016-04-17","2017-03-04","337","321","2","618000",309000,154500,0
"71",19121036,"2016-07-12","2017-03-05","338","59","5","1967000",393400,151307,10
"72",20828943,"2016-10-26","2016-10-26","208","0","1","764000",764000,127333,13
"73",18565367,"2016-12-08","2016-12-08","251","0","1","1523000",1523000,169222,15
"74",20853193,"2017-03-04","2017-03-04","337","0","1","229000",229000,229000,20
"75",18549586,"2016-09-06","2016-09-06","158","0","1","199000",199000,199000,0
"76",18312586,"2016-12-19","2016-12-19","262","0","1","418000",418000,209000,25
"77",19279644,"2017-02-20","2017-02-20","325","0","1","529000",529000,529000,0
"78",19121166,"2016-09-06","2016-09-06","158","0","1","199000",199000,199000,0
"79",2200001000058882,"2017-03-13","2017-03-30","363","17","2","697000",348500,99571,13
"80",18614850,"2016-04-24","2017-03-26","359","37","10","2901000",290100,138142,7
"81",19493837,"2016-04-10","2017-03-19","352","38","10","7597000",759700,303880,3
"82",18672698,"2016-04-17","2017-03-08","341","36","10","5768000",576800,262181,17
"83",19254608,"2016-12-20","2016-12-20","263","0","1","1434000",1434000,239000,46
"84",19118774,"2016-04-24","2017-03-21","354","110","4","1839000",459750,167181,21
"85",18268432,"2017-03-28","2017-03-28","361","0","1","198000",198000,99000,0
"86",18621579,"2016-11-07","2016-11-07","220","0","1","199000",199000,199000,0
"87",18529176,"2016-06-19","2017-02-28","333","84","4","7988000",1997000,234941,16
"88",19535224,"2016-06-18","2017-01-28","302","74","4","3259000",814750,217266,21
"89",18317150,"2016-05-16","2017-03-15","348","151","3","767000",255666,153400,0
"90",18265115,"2016-08-02","2016-08-02","123","0","1","209000",209000,209000,0
"91",19571527,"2016-12-08","2016-12-08","251","0","1","399000",399000,399000,0
"92",18650583,"2016-08-01","2017-03-07","340","218","2","747000",373500,149400,0
"93",19561979,"2016-07-04","2016-07-04","94","0","1","389000",389000,389000,10
"94",2200001000014899,"2017-01-26","2017-01-26","300","0","1","509000",509000,254500,9
"95",2200001000020156,"2017-01-31","2017-01-31","305","0","1","438000",438000,109500,11
"96",18579251,"2017-03-27","2017-03-27","360","0","1","678000",678000,339000,50
"97",18375734,"2016-05-01","2017-03-11","344","157","3","3050000",1016666,305000,19
"98",19783052,"2016-04-18","2016-10-24","206","63","4","1324000",331000,189142,3
"99",19120597,"2016-04-21","2016-12-01","244","74","4","1485000",371250,297000,11
"100",19133332,"2016-04-30","2017-03-16","349","320","2","4625000",2312500,243421,11
"101",18249294,"2016-06-30","2016-09-21","173","83","2","3815000",1907500,254333,16
"102",2200001000020694,"2017-01-31","2017-01-31","305","0","1","1148000",1148000,382666,4
"103",19382075,"2016-06-04","2016-06-04","64","0","1","1135000",1135000,227000,13
"104",18357635,"2016-04-27","2017-03-11","344","22","15","5561000",370733,179387,11
"105",18356976,"2016-05-29","2017-03-05","338","280","2","1712000",856000,214000,0
"106",18657592,"2016-04-16","2017-03-24","357","20","18","11052000",614000,216705,18
"107",18675487,"2016-05-20","2017-03-23","356","76","5","1312000",262400,131200,17
"108",19241800,"2016-11-07","2016-11-07","220","0","1","688000",688000,172000,20
"109",21009235,"2016-05-30","2016-12-16","259","200","2","1087000",543500,271750,0
"110",19254684,"2017-01-05","2017-01-05","279","0","1","158000",158000,79000,0
"111",18352611,"2016-08-02","2016-08-31","152","29","2","766000",383000,191500,11
"112",19290765,"2017-03-16","2017-03-16","349","0","1","178000",178000,89000,0
"113",19534902,"2016-08-04","2016-10-31","213","88","2","947000",473500,315666,0
"114",20828549,"2016-09-01","2017-03-29","362","209","2","1893000",946500,270428,39
"115",19382713,"2016-04-24","2016-05-25","54","31","2","488000",244000,244000,0
"116",19536696,"2016-06-27","2016-10-12","194","107","2","368000",184000,92000,0
"117",19590874,"2016-04-07","2016-09-28","180","58","4","883000",220750,126142,8
"118",19383052,"2016-07-28","2017-02-28","333","71","4","892000",223000,111500,2
"119",19248441,"2016-09-12","2016-09-12","164","0","1","189000",189000,189000,10
"120",18601988,"2016-09-05","2016-09-05","157","0","1","199000",199000,199000,0
"121",18659054,"2016-07-18","2016-07-18","108","0","1","2164000",2164000,360666,15
"122",18381589,"2017-02-28","2017-02-28","333","0","1","666000",666000,111000,0
"123",18264419,"2016-04-03","2017-03-05","338","84","5","1945000",389000,324166,0
"124",18249765,"2016-06-30","2017-03-25","358","89","4","1962000",490500,245250,12
"125",18515065,"2016-04-08","2016-10-24","206","49","5","2031000",406200,225666,16
"126",18800678,"2016-06-30","2016-06-30","90","0","1","129000",129000,129000,20
"127",18780228,"2016-04-03","2016-11-27","240","59","5","3718000",743600,309833,23
"128",18354037,"2016-07-27","2016-07-27","117","0","1","318000",318000,159000,0
"129",18663225,"2016-04-04","2017-01-10","284","140","3","1781000",593666,178100,9
"130",18583519,"2016-06-23","2017-01-17","291","69","4","4101000",1025250,215842,9
"131",19288755,"2016-04-26","2016-07-11","101","38","3","1415000",471666,283000,9
"132",19594184,"2016-05-04","2016-10-09","191","79","3","1035000",345000,207000,0
"133",18667334,"2016-05-26","2016-12-13","256","201","2","258000",129000,129000,0
"134",19374735,"2016-09-19","2016-09-19","171","0","1","2992000",2992000,249333,14
"135",18246098,"2016-08-17","2017-02-06","311","173","2","1455000",727500,291000,9
"136",19252471,"2016-08-11","2016-08-11","132","0","1","407000",407000,101750,12
"137",18686776,"2016-09-08","2016-09-08","160","0","1","968000",968000,484000,0
"138",21270888,"2016-12-26","2017-03-15","348","39","3","986000",328666,246500,0
"139",19120976,"2016-04-17","2017-01-20","294","34","9","6129000",681000,197709,12
"140",19589084,"2016-04-02","2017-02-04","309","102","4","993000",248250,141857,7
"141",18254423,"2016-06-30","2016-06-30","90","0","1","528000",528000,264000,20
"142",19177813,"2016-05-09","2016-05-09","38","0","1","209000",209000,209000,0
"143",20883494,"2016-05-25","2017-02-12","317","65","5","2469000",493800,205750,6
"144",2200001000079081,"2017-03-30","2017-03-30","363","0","1","378000",378000,126000,13
"145",19137757,"2016-10-30","2016-10-30","212","0","1","1696000",1696000,339200,28
"146",18625370,"2016-04-22","2016-12-10","253","46","6","1818000",303000,106941,6
"147",19413205,"2016-11-08","2016-11-08","221","0","1","656000",656000,109333,43
"148",18245496,"2016-09-28","2016-09-28","180","0","1","557000",557000,139250,8
"149",18788766,"2016-05-04","2017-03-30","363","82","5","3483000",696600,158318,26
"150",18251413,"2016-11-28","2016-11-28","241","0","1","89000",89000,89000,0
"151",18925684,"2016-06-22","2016-06-22","82","0","1","258000",258000,129000,20
"152",19152222,"2016-04-29","2017-02-18","323","49","7","6349000",907000,302333,2
"153",21276653,"2016-12-18","2017-03-30","363","25","5","3177000",635400,186882,9
"154",21050313,"2016-07-05","2017-03-18","351","42","7","2639000",377000,175933,8
"155",19121743,"2016-04-10","2017-02-25","330","64","6","3628000",604666,164909,31
"156",19460149,"2016-05-29","2017-01-04","278","110","3","1014000",338000,144857,10
"157",19117766,"2016-06-18","2017-02-06","311","77","4","2165000",541250,433000,6
"158",19781513,"2016-07-07","2016-07-07","97","0","1","428000",428000,214000,20
"159",20894691,"2016-04-30","2017-03-16","349","320","2","1204000",602000,133777,39
"160",19427247,"2016-06-30","2016-06-30","90","0","1","89000",89000,89000,20
"161",18358185,"2016-07-04","2016-07-04","94","0","1","69000",69000,69000,20
"162",2200001000075236,"2017-03-28","2017-03-28","361","0","1","952000",952000,105777,5
"163",19687796,"2016-04-20","2016-12-22","265","123","3","734000",244666,104857,20
"164",18343387,"2016-04-02","2017-03-27","360","59","7","7250000",1035714,219696,13
"165",19122736,"2016-04-09","2016-11-19","232","112","3","1483000",494333,164777,12
"166",18247706,"2016-05-05","2016-12-28","271","237","2","765000",382500,153000,5
"167",18532886,"2017-01-04","2017-01-19","293","15","2","448000",224000,224000,0
"168",18994294,"2016-05-11","2016-09-08","160","120","2","578000",289000,192666,0
"169",18258774,"2016-06-27","2016-07-28","118","31","2","637000",318500,212333,0
"170",19177752,"2016-07-29","2017-02-01","306","46","5","1612000",322400,201500,9
"171",19563344,"2016-05-29","2017-03-05","338","70","5","2062000",412400,206200,0
"172",18545599,"2016-04-22","2016-12-23","266","40","7","5783000",826142,214185,12
"173",19512989,"2016-07-16","2017-01-04","278","57","4","1322000",330500,165250,0
"174",20817214,"2016-04-12","2016-09-26","178","83","3","626000",208666,156500,7
"175",19630753,"2016-07-28","2016-07-28","118","0","1","597000",597000,199000,0
"176",18356167,"2016-09-01","2016-09-01","153","0","1","219000",219000,219000,50
"177",21019904,"2016-06-10","2017-03-08","341","38","8","3505000",438125,175250,16
"178",18573983,"2016-12-08","2017-03-01","334","83","2","1885000",942500,377000,6
"179",18346217,"2016-09-21","2016-09-21","173","0","1","99000",99000,99000,50
"180",18676765,"2016-10-25","2016-10-25","207","0","1","159000",159000,159000,0
"181",2200001000000335,"2017-01-09","2017-01-09","283","0","1","1027000",1027000,256750,4
"182",19383191,"2016-05-13","2017-03-20","353","77","5","2368000",473600,197333,5
"183",19590838,"2016-04-29","2016-12-31","274","49","6","4891000",815166,244550,23
"184",19465924,"2016-04-30","2016-04-30","29","0","1","309000",309000,309000,0
"185",18380919,"2016-04-19","2017-02-13","318","150","3","645000",215000,129000,7
"186",20965651,"2016-05-14","2016-06-15","75","32","2","875000",437500,109375,10
"187",20878107,"2016-04-21","2016-08-04","125","105","2","628000",314000,157000,2
"188",20828946,"2016-12-13","2016-12-13","256","0","1","159000",159000,159000,30
"189",20912849,"2016-04-16","2017-01-20","294","93","4","546000",136500,136500,0
"190",19174400,"2016-04-08","2017-03-25","358","43","9","9845000",1093888,246125,13
"191",21072782,"2016-07-22","2016-07-22","112","0","1","479000",479000,479000,0
"192",18351833,"2016-12-26","2016-12-26","269","0","1","1236000",1236000,309000,20
"193",19224579,"2016-04-20","2016-12-07","250","115","3","476000",158666,95200,0
"194",18652665,"2016-09-08","2016-09-08","160","0","1","248000",248000,124000,0
"195",2200001000065556,"2017-03-22","2017-03-22","355","0","1","348000",348000,116000,14
"196",18260705,"2016-06-22","2016-12-15","258","58","4","2192000",548000,219200,23
"197",21031041,"2016-06-21","2016-08-14","135","27","3","637000",212333,91000,6
"198",19536646,"2016-11-15","2016-11-15","228","0","1","549000",549000,549000,0
"199",19534911,"2016-04-14","2017-03-09","342","41","9","9522000",1058000,198375,9
"200",20887486,"2016-12-12","2016-12-12","255","0","1","798000",798000,399000,24
"201",20839356,"2016-04-24","2016-10-17","199","44","5","1514000",302800,189250,8
"202",19396125,"2016-12-24","2017-03-16","349","41","3","3819000",1273000,181857,4
"203",19513380,"2016-06-13","2016-12-11","254","60","4","695000",173750,139000,20
"204",19584945,"2016-12-27","2016-12-27","270","0","1","638000",638000,319000,27
"205",18364741,"2016-11-23","2017-01-02","276","40","2","457000",228500,152333,40
"206",18357509,"2016-05-03","2016-10-19","201","84","3","2304000",768000,384000,10
"207",19613623,"2016-05-24","2017-03-04","337","47","7","4037000",576714,310538,7
"208",19203581,"2016-06-27","2016-06-27","87","0","1","199000",199000,199000,0
"209",18686434,"2016-07-13","2016-07-13","103","0","1","857000",857000,171400,25
"210",18795264,"2016-10-12","2016-10-12","194","0","1","168000",168000,84000,0
"211",21182177,"2016-10-10","2016-10-10","192","0","1","408000",408000,102000,12
"212",20910207,"2016-04-06","2016-09-01","153","148","2","996000",498000,249000,4
"213",20980429,"2017-02-09","2017-02-09","314","0","1","985000",985000,197000,21
"214",18746340,"2016-06-07","2016-06-07","67","0","1","118000",118000,59000,0
"215",19712936,"2016-11-28","2016-11-28","241","0","1","178000",178000,89000,0
"216",19599574,"2016-09-01","2017-02-15","320","167","2","228000",114000,57000,24
"217",19383154,"2016-05-03","2016-05-03","32","0","1","199000",199000,199000,0
"218",18523597,"2016-04-27","2017-03-07","340","26","13","20979000",1613769,238397,13
"219",18246095,"2016-11-17","2017-03-13","346","116","2","1423000",711500,203285,4
"220",19560681,"2016-04-08","2017-03-22","355","348","2","2014000",1007000,335666,19
"221",18569571,"2016-06-02","2016-06-02","62","0","1","149000",149000,149000,0
"222",18693643,"2016-12-29","2016-12-29","272","0","1","428000",428000,214000,0
"223",20887493,"2016-04-10","2016-07-05","95","86","2","667000",333500,222333,13
"224",18316787,"2017-02-27","2017-03-07","340","8","2","987000",493500,329000,0
"225",19121775,"2016-06-29","2016-06-29","89","0","1","129000",129000,129000,20
"226",18268474,"2016-04-22","2016-10-04","186","165","2","757000",378500,252333,0
"227",18313480,"2016-08-20","2016-08-20","141","0","1","626000",626000,104333,39
"228",18720209,"2016-04-09","2017-01-11","285","55","6","3585000",597500,239000,26
"229",18662114,"2016-05-19","2017-03-14","347","299","2","725000",362500,145000,6
"230",19384332,"2016-06-01","2016-06-01","61","0","1","249000",249000,249000,0
"231",18707199,"2016-06-22","2016-09-21","173","91","2","388000",194000,194000,11
"232",19534939,"2016-04-25","2017-03-27","360","67","6","5058000",843000,148764,6
"233",21011231,"2016-06-01","2016-12-27","270","209","2","1043000",521500,130375,24
"234",18793236,"2017-03-29","2017-03-29","362","0","1","797000",797000,265666,27
"235",18575787,"2016-08-23","2016-08-23","144","0","1","796000",796000,199000,55
"236",18366171,"2016-07-21","2017-01-05","279","168","2","436000",218000,109000,11
"237",19336066,"2016-06-04","2016-08-04","125","61","2","1551000",775500,119307,1
"238",19052206,"2016-07-26","2017-01-03","277","53","4","3420000",855000,310909,16
"239",19079810,"2016-04-30","2017-02-26","331","100","4","1396000",349000,349000,2
"240",20811890,"2016-07-13","2017-02-26","331","114","3","587000",195666,195666,0
"241",18523589,"2016-04-07","2017-02-04","309","60","6","2113000",352166,124294,5
"242",19705522,"2016-09-06","2016-12-14","257","33","4","1462000",365500,182750,12
"243",18356908,"2016-12-12","2016-12-12","255","0","1","339000",339000,339000,0
"244",18700097,"2016-08-25","2016-08-25","146","0","1","902000",902000,100222,26
"245",19192903,"2016-07-14","2017-01-24","298","194","2","1627000",813500,542333,13
"246",18904977,"2016-07-18","2017-03-31","364","128","3","1217000",405666,304250,4
"247",18380373,"2016-04-09","2016-09-14","166","79","3","2123000",707666,193000,12
"248",19288427,"2016-04-06","2017-01-04","278","68","5","5262000",1052400,228782,7
"249",18347882,"2016-04-07","2017-03-07","340","55","7","4158000",594000,173250,7
"250",18500762,"2016-04-25","2017-03-08","341","45","8","7847000",980875,224200,18
"251",19391626,"2016-11-09","2016-11-09","222","0","1","1495000",1495000,299000,20
"252",19121554,"2017-02-08","2017-03-23","356","21","3","1704000",568000,284000,0
"253",19176094,"2016-11-09","2016-11-09","222","0","1","299000",299000,299000,0
"254",18710825,"2016-05-12","2016-06-27","87","23","3","2094000",698000,349000,0
"255",19133395,"2016-08-22","2016-12-19","262","119","2","1743000",871500,249000,18
"256",19143643,"2016-07-20","2017-01-25","299","189","2","1463000",731500,162555,17
"257",19321788,"2016-06-23","2016-07-12","102","19","2","567000",283500,94500,7
"258",18309584,"2017-03-15","2017-03-15","348","0","1","408000",408000,204000,0
"259",19535283,"2016-04-13","2017-02-03","308","32","10","4616000",461600,159172,11
"260",19513206,"2016-04-24","2017-02-25","330","76","5","934000",186800,155666,3
"261",18545916,"2016-06-18","2017-03-05","338","86","4","1534000",383500,255666,11
"262",18356184,"2016-05-01","2017-03-12","345","45","8","5178000",647250,225130,32
"263",18701691,"2016-07-05","2016-11-14","227","132","2","724000",362000,80444,13
"264",19121216,"2016-04-16","2017-01-22","296","46","7","5186000",740857,216083,28
"265",18593211,"2016-09-29","2016-10-01","183","2","2","727000",363500,145400,0
"266",18637805,"2016-12-15","2016-12-15","258","0","1","269000",269000,269000,15
"267",19610899,"2017-03-01","2017-03-08","341","7","2","1613000",806500,230428,11
"268",19676986,"2016-07-28","2017-01-20","294","44","5","855000",171000,142500,12
"269",18374904,"2016-12-11","2017-01-28","302","48","2","1594000",797000,227714,26
"270",19254007,"2016-04-30","2017-03-17","350","64","6","1800000",300000,180000,2
"271",19118794,"2016-07-28","2016-07-28","118","0","1","229000",229000,229000,0
"272",18765956,"2016-04-27","2016-04-27","26","0","1","69000",69000,69000,0
"273",19477358,"2016-11-10","2017-01-11","285","62","2","1614000",807000,269000,8
"274",20877129,"2016-11-10","2016-11-10","223","0","1","1026000",1026000,256500,0
"275",18682150,"2016-12-15","2017-02-28","333","37","3","487000",162333,162333,2
"276",19614093,"2016-04-05","2017-03-28","361","178","3","826000",275333,206500,41
"277",19307295,"2016-04-09","2017-01-24","298","145","3","1176000",392000,294000,9
"278",21067471,"2016-07-18","2017-03-16","349","120","3","887000",295666,221750,5
"279",19538224,"2016-08-17","2016-08-17","138","0","1","767000",767000,255666,31
"280",19222515,"2016-04-30","2017-02-24","329","30","11","3710000",337272,185500,7
"281",18675088,"2016-08-30","2016-08-30","151","0","1","626000",626000,78250,33
"282",19379732,"2016-10-06","2016-10-06","188","0","1","149000",149000,149000,0
"283",18532015,"2016-05-03","2016-05-03","32","0","1","898000",898000,449000,0
"284",18427338,"2016-06-23","2017-03-01","334","251","2","597000",298500,199000,0
"285",19468709,"2016-04-21","2016-09-14","166","73","3","1522000",507333,190250,0
"286",18575735,"2016-07-07","2017-01-23","297","100","3","5318000",1772666,241727,12
"287",19157154,"2016-09-08","2016-09-08","160","0","1","199000",199000,199000,0
"288",19179709,"2016-06-01","2016-08-22","143","82","2","547000",273500,182333,11
"289",19536540,"2016-05-18","2016-05-18","47","0","1","627000",627000,209000,14
"290",21127544,"2016-09-04","2017-03-29","362","34","7","1909000",272714,173545,16
"291",19614609,"2016-12-12","2016-12-12","255","0","1","419000",419000,419000,0
"292",19108807,"2016-09-22","2016-09-22","174","0","1","399000",399000,399000,50
"293",19538797,"2016-04-25","2016-12-07","250","113","3","1921000",640333,213444,13
"294",19296331,"2016-12-09","2017-03-30","363","27","5","2809000",561800,255363,5
"295",19075269,"2016-09-26","2016-11-22","235","57","2","1650000",825000,126923,11
"296",18976656,"2016-04-25","2017-03-29","362","84","5","1343000",268600,149222,27
"297",19631338,"2016-05-05","2016-05-05","34","0","1","1842000",1842000,153500,15
"298",18607345,"2016-05-03","2017-02-22","327","98","4","4341000",1085250,228473,7
"299",18358536,"2016-05-12","2016-05-12","41","0","1","408000",408000,204000,10
"300",2200001000054870,"2017-03-09","2017-03-09","342","0","1","398000",398000,99500,12
"301",18663725,"2016-05-10","2017-02-12","317","46","7","3693000",527571,194368,26
"302",18677539,"2016-04-17","2017-03-28","361","31","12","5442000",453500,175548,17
"303",19639784,"2016-04-15","2016-11-27","240","113","3","2270000",756666,227000,28
"304",18696537,"2016-05-12","2016-05-12","41","0","1","159000",159000,159000,0
"305",18694998,"2016-11-03","2016-11-03","216","0","1","897000",897000,299000,50
"306",19534950,"2016-06-27","2017-03-02","335","124","3","2498000",832666,208166,17
"307",18324198,"2016-04-16","2017-03-23","356","170","3","1415000",471666,283000,2
"308",20819361,"2016-04-22","2017-01-27","301","93","4","1145000",286250,229000,16
"309",18343354,"2016-04-20","2016-12-22","265","82","4","3282000",820500,410250,10
"310",18528380,"2016-04-29","2017-03-27","360","332","2","3211000",1605500,356777,50
"311",20913413,"2016-04-18","2017-03-12","345","164","3","1803000",601000,257571,0
"312",19598618,"2016-04-03","2017-02-21","326","162","3","4114000",1371333,216526,13
"313",20877260,"2016-04-02","2016-12-21","264","131","3","3439000",1146333,312636,10
"314",20923481,"2016-06-25","2017-03-31","364","139","3","825000",275000,137500,38
"315",18592767,"2016-06-23","2017-01-09","283","100","3","1195000",398333,239000,12
"316",18389993,"2016-06-20","2016-06-20","80","0","1","418000",418000,209000,50
"317",19513058,"2016-08-28","2017-02-25","330","60","4","6141000",1535250,255875,31
"318",19373191,"2016-06-29","2016-06-29","89","0","1","59000",59000,19666,0
"319",18247044,"null","null","null","null","null","null",0,0,0
"320",18730236,"2016-09-12","2016-09-12","164","0","1","279000",279000,279000,0
"321",18568517,"2016-04-02","2016-04-02","1","0","1","189000",189000,189000,0
"322",21277042,"2016-12-18","2016-12-18","261","0","1","1025000",1025000,205000,33
"323",2200001000062648,"2017-03-18","2017-03-18","351","0","1","1057000",1057000,264250,13
"324",18582720,"2016-07-26","2017-02-17","322","103","3","1982000",660666,247750,6
"325",19575355,"2016-04-03","2016-10-19","201","99","3","1054000",351333,131750,8
"326",20829071,"2016-05-22","2017-03-19","352","25","13","5419000",416846,258047,15
"327",19516439,"2016-05-30","2017-03-02","335","92","4","2239000",559750,186583,2
"328",18793273,"2016-08-25","2016-08-25","146","0","1","249000",249000,249000,50
"329",18575736,"2016-04-30","2016-09-18","170","35","5","3115000",623000,207666,7
"330",2200001000008284,"2017-01-20","2017-03-27","360","22","4","5188000",1297000,162125,29
"331",18570023,"2016-08-07","2017-03-06","339","70","4","1900000",475000,172727,5
"332",18755973,"2016-10-18","2016-10-18","200","0","1","148000",148000,74000,0
"333",19337227,"2016-08-18","2016-08-18","139","0","1","298000",298000,149000,0
"334",18351058,"2016-04-03","2017-03-24","357","44","9","3229000",358777,230642,0
"335",18688875,"2016-08-17","2016-08-17","138","0","1","338000",338000,169000,26
"336",20829174,"2016-04-16","2016-08-24","145","43","4","716000",179000,143200,13
"337",18651309,"2016-07-16","2016-12-08","251","145","2","1724000",862000,287333,40
"338",19585305,"2016-04-24","2017-01-02","276","253","2","568000",284000,189333,0
"339",21010232,"2016-05-31","2016-05-31","60","0","1","378000",378000,189000,13
"340",19577445,"2016-04-14","2017-03-16","349","42","9","3562000",395777,169619,7
"341",18362867,"2016-06-17","2017-02-15","320","81","4","3423000",855750,171150,18
"342",21137847,"2016-09-05","2016-09-05","157","0","1","2385000",2385000,340714,0
"343",19122688,"2016-07-14","2016-07-14","104","0","1","89000",89000,89000,0
"344",18732058,"2016-06-09","2016-06-09","69","0","1","618000",618000,309000,20
"345",18669887,"2016-08-23","2016-08-23","144","0","1","2443000",2443000,271444,20
"346",18792377,"2016-05-10","2016-05-10","39","0","1","178000",178000,89000,35
"347",18483116,"2016-11-08","2016-11-08","221","0","1","169000",169000,169000,0
"348",18793231,"2016-04-12","2017-01-04","278","38","8","4455000",556875,178200,20
"349",19121860,"2016-04-10","2016-09-04","156","18","9","2504000",278222,156500,27
"350",18360402,"2016-05-03","2016-10-03","185","38","5","2346000",469200,156400,19
